86,PENSACOLA,MILTON,FL,,350,,,875,1100
87,TAMPA,PALMETTO,FL,,350,,,875,1100
88,CENTRAL FLORIDA,ORLANDO,FL,,350,,,875,1100
89,DAYTONA BEACH,DAYTONA BEACH,FL,,CONTACT,,,875,1100
90,FORT LAUDERDALE,DAVIE,FL,,CONTACT,,,875,1100
91,FORT MYERS,FORT MYERS,FL,,CONTACT,,,875,1100
92,IMPERIAL FLORIDA,LAKELAND,FL,,CONTACT,,,875,1100
93,JACKSONVILLE,JACKSONVILLE,FL,,225,,,875,1100
94,LAKELAND,LAKELAND,FL,,CONTACT,,,875,1100
95,ORLANDO,OCOEE,FL,,350,,,875,1100
96,PALM BEACH,WEST PALM BEACH,FL,,375,,,875,1100
97,PENSACOLA,PENSACOLA,FL,,CONTACT,,,875,1100
98,SAINT PETE,CLEARWATER,FL,,325,,,875,1100
99,TAMPA,TAMPA,FL,,300,,,875,1100
100,MIAMI,OPA LOCKA,FL,,350,,,875,1100
101,SARASOTA,BRADENTON,FL,,CONTACT,,,875,1100
102,TAMPA,TAMPA,FL,,300,,,875,1100
103,OCALA,OCALA,FL,,350,,,875,1100
104,JACKSONVILLE,JACKSONVILLE,FL,,225,,,875,1100
105,ATLANTA EAST,LOGANVILLE,GA,,275,,,875,1100
106,ATLANTA WEST,AUSTELL,GA,,275,,,875,1100
107,SAVANNAH,SAVANNAH,GA,,125,,,875,1100
108,TIFTON,TIFTON,GA,,275,,,875,1100
109,ATLANTA EAST,WINDER,GA,,275,,,875,1100
110,ATLANTA NORTH,ACWORTH,GA,,275,,,875,1100
111,ATLANTA,LOGANVILLE,GA,,275,,,875,1100
112,ATLANTA SOUTH,LAKE CITY,GA,,275,,,875,1100
113,SAVANNAH,RINCON,GA,,125,,,875,1100
114,TIFTON,TIFTON,GA,,275,,,875,1100
115,GEORGIA,ATLANTA,GA,,300,,,875,1100
116,DRIVE CENTER,STOCKBRIDGE,GA,,325,,,875,1100
117,GEORGIA,ATLANTA,GA,,325,,,875,1100
118,METRO ATLANTA,ATLANTA,GA,,325,,,875,1100
119,ATLANTA,FAIRBURN,GA,,325,,,875,1100
120,CARTERSVILLE,CARTERSVILLE,GA,,300,,,875,1100
121,BOISE,NAMPA,ID,,,,600,875,1100
122,BOISE,CALDWELL,ID,,,,600,875,1100
123,CHICAGO NORTH,ELGIN,IL,475,,,,875,1100
124,CHICAGO SOUTH,CHICAGO HEIGHTS,IL,475,,,,875,1100
125,PEORIA,PEKIN,IL,500,,,,875,1100
126,CHICAGO WEST,AURORA,IL,475,,,,875,1100
127,CHICAGO NORTH,WHEELING,IL,475,,,,875,1100
128,CHICAGO SOUTH,MARKHAM,IL,475,,,,875,1100
129,LINCOLN,LINCOLN,IL,525,,,,875,1100
130,SPECIALTY DIVISION,WHEELING,IL,575,,,,875,1100
131,SAINT LOUIS,GRANITE CITY,IL,550,,,,875,1100
132,ARENA ILLINOIS,BOLINGBROOK,IL,475,,,,875,1100
133,CHICAGO,MATTESON,IL,475,,,,875,1100
134,METRO CHICAGO,AISIP,IL,500,,,,875,1100
135,Chicago North,East Dundee,IL,475,,,,875,1100
136,SOUTHERN ILLINOIS,Saint Louis,IL,500,,,,875,1100
137,HAMMOND,HAMMOND,IN,475,,,,875,1100
138,INDIANAPOLIS,INDIANAPOLIS,IN,475,,,,875,1100
139,INDIANAPOLIS,INDIANAPOLIS,IN,475,,,,875,1100
140,SOUTH BEND,SOUTH BEND,IN,475,,,,875,1100
141,FORT WAYNE,FORT WAYNE,IN,475,,,,875,1100
142,INDIANAPOLIS,INDIANAPOLIS,IN,475,,,,875,1100
143,LOUISVILLE,CLARKSVILLE,IN,475,,,,875,1100
144,INDIANAPOLIS,PLAINFIELD,IN,475,,,,875,1100
145,DES MOINES,DES MOINES,IA,650,,,,875,1100
146,DES MOINES,DES MOINES,IA,650,,,,875,1100
147,DES MOINES,GRIMES,IA,725,,,,875,1100
148,Davenport,Davenport,IA,650,,,,875,1100
149,KANSAS CITY,KANSAS CITY,KS,,,475,,975,1200
150,WICHITA,WICHITA,KS,,,475,,975,1200
151,KANSAS CITY,KANSAS CITY,KS,,,475,,975,1200
152,WICHITA,WICHITA,KS,,,475,,975,1200
153,LEXINGTON EAST,LEXINGTON,KY,525,,,,875,1100
154,LEXINGTON WEST,LAWRENCEBURG,KY,525,,,,875,1100
155,LOUISVILLE,LOUISVILLE,KY,525,,,,875,1100
156,WALTON,WALTON,KY,525,,,,875,1100
157,ASHLAND,ASHLAND,KY,500,,,,875,1100
158,BOWLING GREEN,BOWLING GREEN,KY,525,,,,875,1100
159,PADUCAH,PADUCAH,KY,550,,,,875,1100
160,BIRMINGHAM,HUETOWN,AL,,400,,,875,1100
161,HUNTSVILLE,HUNTSVILLE,AL,,425,,,875,1100
162,MOBILE,EIGHT MILE,AL,,400,,,875,1100
163,MONTGOMERY,MONTGOMERY,AL,,400,,,875,1100
164,BIRMINGHAM,BESSEMER,AL,,400,,,875,1100
165,DOTHAN,HEADLAND,AL,,400,,,875,1100
166,HUNTSVILLE,ATHENS,AL,,400,,,875,1100
167,BIRMINGHAM,MOODY,AL,,425,,,875,1100
168,TANNER,TANNER,AL,,450,,,875,1100
169,Fayetteville,PRAIRIE GROVE,AR,,,425,,975,1200
170,Little Rock,CONWAY,AR,,,425,,975,1200
171,Fayetteville,Lincoln,AR,,,425,,975,1200
172,Little Rock,Scott,AR,,,425,,975,1200
173,PHOENIX,PHOENIX,AZ,,,,300,1050,1400
174,TUCSON,TUCSON,AZ,,,,425,1050,1400
175,PHOENIX,PHOENIX,AZ,,,,300,1050,1400
176,TUCSON,TUCSON,AZ,,,,425,1050,1400
177,ARIZONA,PHOENIX,AZ,,,,300,1050,1400
178,PNOENIX,TOLLESON,AZ,,,,400,1050,1400
179,TUCSON,TUCSON,AZ,,,,475,1050,1400
180,PHOENIX,CHANDLER,AZ,,,,350,1050,1400
181,BAKERSFIELD,BAKERSFIELD,CA,,,,275,1050,1400
182,FRESNO,FRESNO,CA,,,,350,1050,1400
183,HAYWARD,HAYWARD,CA,,,,400,1050,1400
184,LOS ANGELES,LOS ANGELES,CA,,,,150,1050,1400
185,MARTINEZ,MARTINEZ,CA,,,,375,1050,1400
186,RANCHO CUCAMONGA,RANCHO CUCAMONGA,CA,,,,225,1050,1400
187,SACRAMENTO,SACRAMENTO,CA,,,,375,1050,1400
188,SAN BERNARDINO,COLTON,CA,,,,200,1050,1400
189,SAN DIEGO,SAN DIEGO,CA,,,,225,1050,1400
190,SAN JOSE,SAN MARTIN,CA,,,,350,1050,1400
191,SOUTH SACRAMENTO,SACRAMENTO,CA,,,,375,1050,1400
192,VALLEJO,VALLEJO,CA,,,,375,1050,1400
193,VAN NUYS,VAN NUYS,CA,,,,175,1050,1400
194,ANAHEIM,ANAHEIM,CA,,,,200,1050,1400
195,COLTON,COLTON,CA,,,,200,1050,1400
196,EAST BAY,BAY POINT,CA,,,,325,1050,1400
197,FRESNO,FRESNO,CA,,,,375,1050,1400
198,FONTANA,FONTANA,CA,,,,225,1050,1400
199,FREMONT,FREMONT,CA,,,,375,1050,1400
200,HIGH DESERT,HESPERIA,CA,,,,CONTACT,1050,1400
201,LOS ANGELES,GARDENA,CA,,,,150,1050,1400
202,NORTH HOLLYWOOD,NORTH HOLLYWOOD,CA,,,,150,1050,1400
203,SACRAMENTO,RANCHO CORDOVA,CA,,,,375,1050,1400
204,SAN DIEGO,SAN DIEGO,CA,,,,225,1050,1400
205,CALIFORNIA,ANAHEIM,CA,,,,175,1050,1400
206,CENTRAL CALIFORNIA,FRESNO,CA,,,,375,1050,1400
207,RIVERSIDE,RIVERSIDE,CA,,,,CONTACT,1050,1400
208,SAN DIEGO,OCEANSIDE,CA,,,,250,1050,1400
209,SAN FRANCISCO BAY,HAYWARD,CA,,,,375,1050,1400
210,SOUTHERN CALIFORNIA,FONTANA,CA,,,,225,1050,1400
211,SAN DIEGO,SAN DIEGO,CA,,,,225,1050,1400
212,SACRAMENTO,SACRAMENTO,CA,,,,375,1050,1400
213,LOS ANGELES,MIRA LOMA,CA,,,,CONTACT,1050,1400
214,SUN VALLEY,SUN VALLEY,CA,,,,200,1050,1400
215,GOLDEN GATE,TRACY,CA,,,,CONTACT,1050,1400
216,DENVER,BRIGHTON,CO,,,525,550,1050,1400
217,DENVER,DENVER,CO,,,525,550,1050,1400
218,WESTERN COLORADO,DELTA,CO,,,CONTACT,CONTACT,1050,1400
219,COLORADO,COMMERCE CITY,CO,,,525,550,1050,1400
220,DENVER,AURORA,CO,,,525,550,1050,1400
221,COLORADO SPRINGS,FOUNTAIN,CO,,,525,550,1050,1400
222,Hartford,East Windsor,CT,250,,,,875,1100
223,Hartford-South,Middletown,CT,250,,,,875,1100
224,HARTFORD,NEW BRITAIN,CT,250,,,,875,1100
225,New Castle,New Castle,DE,275,,,,875,1100
226,SEAFORD,SEAFORD,DE,275,,,,875,1100
227,FORT PIERCE,FORT PIERCE,FL,,350,,,875,1100
228,JACKSONVILLE EAST,JACKSONVILLE,FL,,225,,,875,1100
229,JACKSONVILLE WEST,JACKSONVILLE,FL,,225,,,875,1100
230,MIAMI CENTRAL,MIAMI,FL,,350,,,875,1100
231,MIAMI NORTH,MIAMI,FL,,350,,,875,1100
232,OCALA,OCALA,FL,,350,,,875,1100
233,ORLANDO,ORLANDO,FL,,300,,,875,1100
234,PUNTA GORDA,PUNTA GORDA,FL,,350,,,875,1100
235,TALLAHASSEE,MIDWAY,FL,,350,,,875,1100
236,TAMPA EAST,DOVER,FL,,300,,,875,1100
237,TAMPA SOUTH,RIVERVIEW,FL,,300,,,875,1100
238,WEST PALM BEACH,WEST PALM BEACH,FL,,375,,,875,1100
239,CLEARWATER,CLEARWATER,FL,,350,,,875,1100
240,JACKSONVILLE,JACKSONVILLE,FL,,225,,,875,1100
241,MIAMI,OPA LOCKA,FL,,350,,,875,1100
242,MIAMI NORTH,PEMBROKE PINES,FL,,350,,,875,1100
243,ORLANDO NORTH,SANFORD,FL,,275,,,875,1100
244,ORLANDO,ORLANDO,FL,,300,,,875,1100
245,PENSACOLA,MILTON,FL,,350,,,875,1100
246,TAMPA,PALMETTO,FL,,350,,,875,1100
247,CENTRAL FLORIDA,ORLANDO,FL,,350,,,875,1100
248,DAYTONA BEACH,DAYTONA BEACH,FL,,CONTACT,,,875,1100
249,FORT LAUDERDALE,DAVIE,FL,,CONTACT,,,875,1100
250,FORT MYERS,FORT MYERS,FL,,CONTACT,,,875,1100
251,IMPERIAL FLORIDA,LAKELAND,FL,,CONTACT,,,875,1100
252,JACKSONVILLE,JACKSONVILLE,FL,,225,,,875,1100
253,LAKELAND,LAKELAND,FL,,CONTACT,,,875,1100
254,ORLANDO,OCOEE,FL,,350,,,875,1100
255,PALM BEACH,WEST PALM BEACH,FL,,375,,,875,1100
256,PENSACOLA,PENSACOLA,FL,,CONTACT,,,875,1100
257,SAINT PETE,CLEARWATER,FL,,325,,,875,1100
258,TAMPA,TAMPA,FL,,300,,,875,1100
259,MIAMI,OPA LOCKA,FL,,350,,,875,1100
260,SARASOTA,BRADENTON,FL,,CONTACT,,,875,1100
261,TAMPA,TAMPA,FL,,300,,,875,1100
262,OCALA,OCALA,FL,,350,,,875,1100
263,JACKSONVILLE,JACKSONVILLE,FL,,225,,,875,1100
264,ATLANTA EAST,LOGANVILLE,GA,,275,,,875,1100
265,ATLANTA WEST,AUSTELL,GA,,275,,,875,1100
266,SAVANNAH,SAVANNAH,GA,,125,,,875,1100
267,TIFTON,TIFTON,GA,,275,,,875,1100
268,ATLANTA EAST,WINDER,GA,,275,,,875,1100
269,ATLANTA NORTH,ACWORTH,GA,,275,,,875,1100
270,ATLANTA,LOGANVILLE,GA,,275,,,875,1100
271,ATLANTA SOUTH,LAKE CITY,GA,,275,,,875,1100
272,SAVANNAH,RINCON,GA,,125,,,875,1100
273,TIFTON,TIFTON,GA,,275,,,875,1100
274,GEORGIA,ATLANTA,GA,,300,,,875,1100
275,DRIVE CENTER,STOCKBRIDGE,GA,,325,,,875,1100
276,GEORGIA,ATLANTA,GA,,325,,,875,1100
277,METRO ATLANTA,ATLANTA,GA,,325,,,875,1100
278,ATLANTA,FAIRBURN,GA,,325,,,875,1100
279,CARTERSVILLE,CARTERSVILLE,GA,,300,,,875,1100
280,BOISE,NAMPA,ID,,,,600,1050,1400
281,BOISE,CALDWELL,ID,,,,600,1050,1400
282,CHICAGO NORTH,ELGIN,IL,475,,,,875,1100
283,CHICAGO SOUTH,CHICAGO HEIGHTS,IL,475,,,,875,1100
284,PEORIA,PEKIN,IL,500,,,,875,1100
285,CHICAGO WEST,AURORA,IL,475,,,,875,1100
286,CHICAGO NORTH,WHEELING,IL,475,,,,875,1100
287,CHICAGO SOUTH,MARKHAM,IL,475,,,,875,1100
288,LINCOLN,LINCOLN,IL,525,,,,875,1100
289,SPECIALTY DIVISION,WHEELING,IL,575,,,,875,1100
290,SAINT LOUIS,GRANITE CITY,IL,550,,,,875,1100
291,ARENA ILLINOIS,BOLINGBROOK,IL,475,,,,875,1100
292,CHICAGO,MATTESON,IL,475,,,,875,1100
293,METRO CHICAGO,AISIP,IL,500,,,,875,1100
294,Chicago North,East Dundee,IL,475,,,,875,1100
295,SOUTHERN ILLINOIS,Saint Louis,IL,500,,,,875,1100
296,HAMMOND,HAMMOND,IN,475,,,,875,1100
297,INDIANAPOLIS,INDIANAPOLIS,IN,475,,,,875,1100
298,INDIANAPOLIS,INDIANAPOLIS,IN,475,,,,875,1100
299,SOUTH BEND,SOUTH BEND,IN,475,,,,875,1100
300,FORT WAYNE,FORT WAYNE,IN,475,,,,875,1100
301,INDIANAPOLIS,INDIANAPOLIS,IN,475,,,,875,1100
302,LOUISVILLE,CLARKSVILLE,IN,475,,,,875,1100
303,INDIANAPOLIS,PLAINFIELD,IN,475,,,,875,1100
304,DES MOINES,DES MOINES,IA,650,,,,875,1100
305,DES MOINES,DES MOINES,IA,650,,,,875,1100
306,DES MOINES,GRIMES,IA,725,,,,875,1100
307,Davenport,Davenport,IA,650,,,,875,1100
308,KANSAS CITY,KANSAS CITY,KS,,,475,,975,1200
309,WICHITA,WICHITA,KS,,,475,,975,1200
310,KANSAS CITY,KANSAS CITY,KS,,,475,,975,1200
311,WICHITA,WICHITA,KS,,,475,,975,1200
312,LEXINGTON EAST,LEXINGTON,KY,525,,,,875,1100
313,LEXINGTON WEST,LAWRENCEBURG,KY,525,,,,875,1100
314,LOUISVILLE,LOUISVILLE,KY,525,,,,875,1100
315,WALTON,WALTON,KY,525,,,,875,1100
316,ASHLAND,ASHLAND,KY,500,,,,875,1100
317,BOWLING GREEN,BOWLING GREEN,KY,525,,,,875,1100
318,PADUCAH,PADUCAH,KY,550,,,,875,1100
319,LEXINGTON,LEXINGTON,KY,525,,,,875,1100
320,Louisville North,Eminence,KY,575,,CONTACT,CONTACT,875,1100
321,BATON ROUGE,GREENWELL SPRINGS,LA,,,325,,975,1200
322,LIVINGSTON,LIVINGSTON,LA,,,325,,975,1200
323,NEW ORLEANS,NEW ORLEANS,LA,,,325,,975,1200
324,SHREVEPORT,SHREVEPORT,LA,,,325,,975,1200
325,BATON ROUGE,LIVINGSTON,LA,,,300,,975,1200
326,LAFAYETTE,SCOTT,LA,,,325,,975,1200
327,NEW ORLEANS,SLIDELL,LA,,,325,,975,1200
328,SHREVEPORT,SHREVEPORT,LA,,,325,,975,1200
329,PORTLAND - SACO,SACO,ME,300,,,,875,1100
330,LYMAN,LYMAN,ME,300,,,,875,1100
331,Portland - Gorham,Gorham,ME,300,,,,875,1100
332,WASHINGTON DC,WALDORF,MD,300,,,,875,1100
333,BALTIMORE,FINKSBURG,MD,300,,,,875,1100
334,SALISBURY,FRUITLAND,MD,325,,,,875,1100
335,BALTIMORE,BALTIMORE,MD,300,,,,875,1100
336,LAUREL,LAUREL,MD,300,,,,875,1100
337,METRO DC,BRANDYWINE,MD,300,,,,875,1100
338,BALTIMORE - WASHINGTON,ELKRIDGE,MD,300,,,,875,1100
339,Dundalk,Dundalk,MD,300,,,,875,1100
340,NORTH BOSTON,NORTH BILLERICA,MA,325,,,,875,1100
341,SOUTH BOSTON,BELLINGHAM,MA,350,,,,875,1100
342,WEST WARREN,WEST WARREN,MA,350,,,,875,1100
343,BOSTON,LANCASTER,MA,350,,,,875,1100
344,TAUNTON,EAST TAUNTON,MA,350,,,,875,1100
345,NEW ENGLAND,NORTH DIGHTON,MA,350,,,,875,1100
346,BOSTON,FRAMINGHAM,MA,350,,,,875,1100
347,CONCORD,ACTON,MA,350,,,,875,1100
348,Boston - Shirley,Shirley,MA,350,,,,875,1100
349,DETROIT,WOODHAVEN,MI,525,,,,875,1100
350,LANSING,LANSING,MI,525,,,,875,1100
351,DETROIT,BELLEVILLE,MI,525,,,,875,1100
352,GRAND RAPIDS,BYRON CENTER,MI,525,,,,875,1100
353,DETROIT,CARLETON,MI,525,,,,875,1100
354,METRO DETROIT,FLAT ROCK,MI,575,,,,875,1100
355,LANSING,DIMONDALE,MI,525,,,,875,1100
356,KINCHELOE,KINCHELOE,MI,850,,,,875,1100
357,MINNEAPOLIS,FRIDLEY,MN,525,,,,875,1100
358,MINNEAPOLIS NORTH,HAM LAKE,MN,525,,,,875,1100
359,SAINT CLOUD,AVON,MN,525,,,,875,1100
360,MINNEAPOLIS,SAINT PAUL,MN,525,,,,875,1100
361,MINNEAPOLLIS,MAPLE GROVE,MN,525,,,,875,1100
362,NORTHSTAR MINNESOTA,SHAKOPEE,MN,525,,,,875,1100
363,MINNEAPOLIS,DAYTON,MN,525,,,,875,1100
364,JACKSON,FLORENCE,MS,,450,,,875,1100
365,JACKSON,JACKSON,MS,,450,,,875,1100
366,Gulf Coast,Moss Point,MS,,450,,,875,1100
367,Grenada,Grenada,MS,,450,,,875,1100
368,COLUMBIA,COLUMBIA,MO,550,,,,875,1100
369,SIKESTON,SIKESTON,MO,550,,,,875,1100
370,SPRINGFIELD,ROGERSVILLE,MO,550,,,,875,1100
371,SAINT LOUIS,BRIDGETON,MO,550,,,,875,1100
372,SPRINGFIELD,SPRINGFIELD,MOY,550,,,,875,1100
373,KANSAS CITY,KANSAS CITY,MO,550,,,,875,1100
374,MISSOURI,SPRINGFIELD,MO,550,,,,875,1100
375,SAINT LOUIS,BRIDGETON,MO,550,,,,875,1100
376,KANSAS CITY,BELTON,MO,550,,,,875,1100
377,SAINT LOUIS,BARNHART,MO,550,,,,875,1100
378,BILLINGS,BILLINGS,MT,1050,,,,875,1100
379,HELENA,HELENA,MT,1050,,,,875,1100
380,BILLINGS,BILLINGS,MT,1050,,,,875,1100
381,MISSOULA,MISSOULA,MT,1050,,,,875,1100
382,LINCOLN,GREENWOOD,NE,775,,,,875,1100
383,OMANA,OMAHA,NE,775,,,,875,1100
384,OMAHA,OMAHA,NE,775,,,,875,1100
385,Fargo,Fargo,ND,,,,1100,1050,1400
386,LAS VEGAS,LAS VEGAS,NV,,,,300,1050,1400
387,RENO,RENO,NV,,,,400,1050,1400
388,LAS VEGAS,HENDERSON,NV,,,,300,1050,1400
389,RENO,MCCARRAN,NV,,,,400,1050,1400
390,LAS VEGAS,LAS VEGAS,NV,,,,300,1050,1400
391,NEVADA,LAS VEGAS,NV,,,,300,1050,1400
392,MANCHESTER,SALEM,NH,400,,,,875,1100
393,CANDIA,CANDIA,NH,400,,,,875,1100
394,GLASSBORO EAST,GLASSBORO,NJ,200,,,,875,1100
395,SOMERVILLE,HILLSBOROUGH,NJ,150,,,,875,1100
396,TRENTON,WINDSOR,NJ,150,,,,875,1100
397,CENTRAL NEW JERSEY,MORGANVILLE,NJ,150,,,,875,1100
398,NORTHERN NEW JERSEY,CARTERET,NJ,125,,,,875,1100
399,SOUTHERN NEW JERSEY,TURNERSVILLE,NJ,200,,,,875,1100
400,NY METRO SKYLINE,FAIRFIELD,NJ,175,,,,875,1100
401,NEW JERSEY,BORDENTOWN,NJ,200,,,,875,1100
402,NEW JERSEY,MANVILLE,NJ,200,,,,875,1100
403,Avenel New Jersey,Avenel,NJ,125,,,,875,1100
404,ALBUQUERQUE,ALBUQUERQUE,NM,,,,525,1050,1400
405,ALBUQUERQUE,ALBUQUERQUE,NM,,,,525,1050,1400
406,NEW MEXICO,ALBUQUERQUE,NM,,,,525,1050,1400
407,ALBANY,ALBANY,NY,300,,,,875,1100
408,LONG ISLAND,BROOKHAVEN,NY,225,,,,875,1100
409,NEWBURGH,MARLBORO,NY,225,,,,875,1100
410,ROCHESTER,LE ROY,NY,350,,,,875,1100
411,SYRACUSE,CENTRAL SQUARE,NY,325,,,,875,1100
412,ALBANY,SCHENECTADY,NY,300,,,,875,1100
413,BUFFALO,BUFFALO,NY,400,,,,875,1100
414,LONG ISLAND,MEDFORD,NY,225,,,,875,1100
415,NEWBURGH,ROCK TAVERN,NY,225,,,,875,1100
416,ROCHESTER,ROCHESTER,NY,350,,,,875,1100
417,SYRACUSE,CICERO,NY,325,,,,875,1100
418,ALBANY,CLIFTON PARK,NY,350,,,,875,1100
419,NEW YORK,NEWBURGH,NY,250,,,,875,1100
420,BUFFALO,AKRON,NY,425,,,,875,1100
421,SYRACUSE,CICERO,NY,325,,,,875,1100
422,LONG ISLAND,YAPHANK,NY,300,,,,875,1100
423,CHINA GROVE,CHINA GROVE,NC,,300,,,875,1100
424,RALEIGH,DUNN,NC,,300,,,875,1100
425,ASHEVILLE,FLETCHER,NC,,300,,,875,1100
426,CONCORD,CONCORD,NC,,300,,,875,1100
427,CHARLOTTE,CHARLOTTE,NC,,300,,,875,1100
428,GREENSBORO,GRAHAM,NC,,325,,,875,1100
429,RALEIGH,CLAYTON,NC,,300,,,875,1100
430,WILMINGTON,CASTLE HAYNE,NC,,350,,,875,1100
431,NORTH CAROLINA,KENLY,NC,,400,,,875,1100
432,STATESVILLE,STATESVILLE,NC,,400,,,875,1100
433,RALEIGH,CLAYTON,NC,,300,,,875,1100
434,CHARLOTTE,CHARLOTTE,NC,,300,,,875,1100
435,MEBANE,MEBANE,NC,,350,,,875,1100
436,CLEVELAND EAST,NORTHFIELD,OH,450,,,,875,1100
437,CLEVELAND WEST,COLUMBIA STATION,OH,450,,,,875,1100
438,COLUMBUS,COLUMBUS,OH,450,,,,875,1100
